source,target,weight
"('EXP-PM-YRS', 'marketing collaboration')",marketing collaboration,1
"('EXP-PM-YRS', 'post-launch support')",post-launch support,1
"('EXP-PM-YRS', 'strong technical fluency')",strong technical fluency,1
"('EXP-PM-YRS', 'user feedback loops')",user feedback loops,1
"('EXP_ROLE', 'create playbooks')",create playbooks,1
"('EXP_ROLE', 'gaming technology/interactive entertainment')",gaming technology/interactive entertainment,1
"('EXP_ROLE', 'marketing collaboration')",marketing collaboration,1
"('EXP_ROLE', 'post-launch support')",post-launch support,1
"('EXP_ROLE', 'strong technical fluency')",strong technical fluency,1
"('EXP_ROLE', 'user feedback loops')",user feedback loops,1
"('PM-PLAN', 'create playbooks')",create playbooks,1
"('PM-PLAN', 'gaming technology/interactive entertainment')",gaming technology/interactive entertainment,1
"('PM-PLAN', 'marketing collaboration')",marketing collaboration,1
"('PM-PLAN', 'post-launch support')",post-launch support,1
"('PM-PLAN', 'strong technical fluency')",strong technical fluency,1
"('PM-PLAN', 'user feedback loops')",user feedback loops,1
"('QUAL-PREF', 'create playbooks')",create playbooks,1
"('QUAL-PREF', 'gaming technology/interactive entertainment')",gaming technology/interactive entertainment,1
"('QUAL-PREF', 'marketing collaboration')",marketing collaboration,1
"('QUAL-PREF', 'post-launch support')",post-launch support,1
"('QUAL-PREF', 'strong technical fluency')",strong technical fluency,1
"('QUAL-PREF', 'user feedback loops')",user feedback loops,1
"('SS-LEADERSHIP', 'create playbooks')",create playbooks,1
"('SS-LEADERSHIP', 'gaming technology/interactive entertainment')",gaming technology/interactive entertainment,1
"('SS-LEADERSHIP', 'marketing collaboration')",marketing collaboration,1
"('SS-LEADERSHIP', 'post-launch support')",post-launch support,1
"('SS-LEADERSHIP', 'strong technical fluency')",strong technical fluency,1
"('SS-LEADERSHIP', 'user feedback loops')",user feedback loops,1
"('SS-STAKEHOLDER', 'create playbooks')",create playbooks,1
"('SS-STAKEHOLDER', 'gaming technology/interactive entertainment')",gaming technology/interactive entertainment,1
"('SS-STAKEHOLDER', 'marketing collaboration')",marketing collaboration,1
"('SS-STAKEHOLDER', 'post-launch support')",post-launch support,1
"('SS-STAKEHOLDER', 'strong technical fluency')",strong technical fluency,1
"('SS-STAKEHOLDER', 'user feedback loops')",user feedback loops,1
"('TECH-CONCEPT', 'create playbooks')",create playbooks,1
"('TECH-CONCEPT', 'gaming technology/interactive entertainment')",gaming technology/interactive entertainment,1
"('TECH-CONCEPT', 'marketing collaboration')",marketing collaboration,1
"('TECH-CONCEPT', 'post-launch support')",post-launch support,1
"('TECH-CONCEPT', 'strong technical fluency')",strong technical fluency,1
"('TECH-CONCEPT', 'user feedback loops')",user feedback loops,1
"('TECH-HANDSON', 'create playbooks')",create playbooks,1
"('TECH-HANDSON', 'gaming technology/interactive entertainment')",gaming technology/interactive entertainment,1
"('TECH-HANDSON', 'marketing collaboration')",marketing collaboration,1
"('TECH-HANDSON', 'post-launch support')",post-launch support,1
"('TECH-HANDSON', 'strong technical fluency')",strong technical fluency,1
"('TECH-HANDSON', 'user feedback loops')",user feedback loops,1
"('TECH-OPS', 'create playbooks')",create playbooks,1
"('TECH-OPS', 'gaming technology/interactive entertainment')",gaming technology/interactive entertainment,1
"('TECH-OPS', 'marketing collaboration')",marketing collaboration,1
"('TECH-OPS', 'post-launch support')",post-launch support,1
"('TECH-OPS', 'strong technical fluency')",strong technical fluency,1
"('TECH-OPS', 'user feedback loops')",user feedback loops,1
"('create playbooks', 'gaming technology/interactive entertainment')",gaming technology/interactive entertainment,1
"('create playbooks', 'marketing collaboration')",marketing collaboration,1
"('create playbooks', 'post-launch support')",post-launch support,1
"('create playbooks', 'strong technical fluency')",strong technical fluency,1
"('create playbooks', 'user feedback loops')",user feedback loops,1
"('gaming technology/interactive entertainment', 'marketing collaboration')",marketing collaboration,1
"('gaming technology/interactive entertainment', 'post-launch support')",post-launch support,1
"('gaming technology/interactive entertainment', 'strong technical fluency')",strong technical fluency,1
"('gaming technology/interactive entertainment', 'user feedback loops')",user feedback loops,1
"('marketing collaboration', 'post-launch support')",post-launch support,1
"('marketing collaboration', 'strong technical fluency')",strong technical fluency,1
"('marketing collaboration', 'user feedback loops')",user feedback loops,1
"('post-launch support', 'strong technical fluency')",strong technical fluency,1
"('post-launch support', 'user feedback loops')",user feedback loops,1
"('strong technical fluency', 'user feedback loops')",user feedback loops,1
"('CERT-PM', 'detail-oriented approach')",detail-oriented approach,1
"('CERT-PM', 'formal training in pm preferred')",formal training in pm preferred,1
"('CERT-PM', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('CERT-PM', 'pm course required')",pm course required,1
"('CERT-PM', 'six sigma green belt certification')",six sigma green belt certification,1
"('CONTEXT-COMPLEX', 'detail-oriented approach')",detail-oriented approach,1
"('CONTEXT-COMPLEX', 'formal training in pm preferred')",formal training in pm preferred,1
"('CONTEXT-COMPLEX', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('CONTEXT-COMPLEX', 'pm course required')",pm course required,1
"('CONTEXT-COMPLEX', 'six sigma green belt certification')",six sigma green belt certification,1
"('CONTEXT-ETHIC', 'detail-oriented approach')",detail-oriented approach,1
"('CONTEXT-ETHIC', 'formal training in pm preferred')",formal training in pm preferred,1
"('CONTEXT-ETHIC', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('CONTEXT-ETHIC', 'pm course required')",pm course required,1
"('CONTEXT-ETHIC', 'six sigma green belt certification')",six sigma green belt certification,1
"('CONTEXT-REG', 'detail-oriented approach')",detail-oriented approach,1
"('CONTEXT-REG', 'formal training in pm preferred')",formal training in pm preferred,1
"('CONTEXT-REG', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('CONTEXT-REG', 'pm course required')",pm course required,1
"('CONTEXT-REG', 'six sigma green belt certification')",six sigma green belt certification,1
"('CORE-ADAPT', 'detail-oriented approach')",detail-oriented approach,1
"('CORE-ADAPT', 'formal training in pm preferred')",formal training in pm preferred,1
"('CORE-ADAPT', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('CORE-ADAPT', 'pm course required')",pm course required,1
"('CORE-ADAPT', 'six sigma green belt certification')",six sigma green belt certification,1
"('CORE-BUSINESS', 'detail-oriented approach')",detail-oriented approach,1
"('CORE-BUSINESS', 'formal training in pm preferred')",formal training in pm preferred,1
"('CORE-BUSINESS', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('CORE-BUSINESS', 'pm course required')",pm course required,1
"('CORE-BUSINESS', 'six sigma green belt certification')",six sigma green belt certification,1
"('EXP-INDUSTRY', 'detail-oriented approach')",detail-oriented approach,1
"('EXP-INDUSTRY', 'formal training in pm preferred')",formal training in pm preferred,1
"('EXP-INDUSTRY', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('EXP-INDUSTRY', 'pm course required')",pm course required,1
"('EXP-INDUSTRY', 'six sigma green belt certification')",six sigma green belt certification,1
"('EXP-PM-YRS', 'detail-oriented approach')",detail-oriented approach,1
"('EXP-PM-YRS', 'formal training in pm preferred')",formal training in pm preferred,1
"('EXP-PM-YRS', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('EXP-PM-YRS', 'pm course required')",pm course required,1
"('EXP-PM-YRS', 'six sigma green belt certification')",six sigma green belt certification,1
"('EXP_ROLE', 'detail-oriented approach')",detail-oriented approach,1
"('EXP_ROLE', 'formal training in pm preferred')",formal training in pm preferred,1
"('EXP_ROLE', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('EXP_ROLE', 'pm course required')",pm course required,1
"('EXP_ROLE', 'six sigma green belt certification')",six sigma green belt certification,1
"('PM-BUDGET', 'detail-oriented approach')",detail-oriented approach,1
"('PM-BUDGET', 'formal training in pm preferred')",formal training in pm preferred,1
"('PM-BUDGET', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('PM-BUDGET', 'pm course required')",pm course required,1
"('PM-BUDGET', 'six sigma green belt certification')",six sigma green belt certification,1
"('PM-METHOD', 'detail-oriented approach')",detail-oriented approach,1
"('PM-METHOD', 'formal training in pm preferred')",formal training in pm preferred,1
"('PM-METHOD', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('PM-METHOD', 'pm course required')",pm course required,1
"('PM-METHOD', 'six sigma green belt certification')",six sigma green belt certification,1
"('PM-PLAN', 'detail-oriented approach')",detail-oriented approach,1
"('PM-PLAN', 'formal training in pm preferred')",formal training in pm preferred,1
"('PM-PLAN', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('PM-PLAN', 'pm course required')",pm course required,1
"('PM-PLAN', 'six sigma green belt certification')",six sigma green belt certification,1
"('PM-RISK', 'detail-oriented approach')",detail-oriented approach,1
"('PM-RISK', 'formal training in pm preferred')",formal training in pm preferred,1
"('PM-RISK', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('PM-RISK', 'pm course required')",pm course required,1
"('PM-RISK', 'six sigma green belt certification')",six sigma green belt certification,1
"('PM-TOOL', 'detail-oriented approach')",detail-oriented approach,1
"('PM-TOOL', 'formal training in pm preferred')",formal training in pm preferred,1
"('PM-TOOL', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('PM-TOOL', 'pm course required')",pm course required,1
"('PM-TOOL', 'six sigma green belt certification')",six sigma green belt certification,1
"('QUAL-PREF', 'detail-oriented approach')",detail-oriented approach,1
"('QUAL-PREF', 'formal training in pm preferred')",formal training in pm preferred,1
"('QUAL-PREF', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('QUAL-PREF', 'pm course required')",pm course required,1
"('QUAL-PREF', 'six sigma green belt certification')",six sigma green belt certification,1
"('SS-CONFLICT', 'detail-oriented approach')",detail-oriented approach,1
"('SS-CONFLICT', 'formal training in pm preferred')",formal training in pm preferred,1
"('SS-CONFLICT', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('SS-CONFLICT', 'pm course required')",pm course required,1
"('SS-CONFLICT', 'six sigma green belt certification')",six sigma green belt certification,1
"('SS-LEADERSHIP', 'detail-oriented approach')",detail-oriented approach,1
"('SS-LEADERSHIP', 'formal training in pm preferred')",formal training in pm preferred,1
"('SS-LEADERSHIP', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
"('SS-LEADERSHIP', 'pm course required')",pm course required,1
"('SS-LEADERSHIP', 'six sigma green belt certification')",six sigma green belt certification,1
"('SS-STAKEHOLDER', 'detail-oriented approach')",detail-oriented approach,1
"('SS-STAKEHOLDER', 'formal training in pm preferred')",formal training in pm preferred,1
"('SS-STAKEHOLDER', 'microsoft 365 (teams, sharepoint)')","microsoft 365 (teams, sharepoint)",1
